Title,SJR,H index,IPP,SNIP,Total Docs. (2023),Total Docs. (3years),Total Refs.,Est. value (USD) (2023),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher,Labels
"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",0.557,145,1.998355263,0.944064229,211,673,8285,3273842,1327,0.051243406,0.371471025,609,1.79,39.27,14,Elsevier Inc.,1
Perceptual and Motor Skills,0.557,84,1.943894389,0.770345668,138,309,6980,1494439,606,0.056105611,0.330097087,305,1.8,50.58,64,SAGE Publications Inc.,1
Post-Communist Economies,0.557,36,2.514084507,1.030734897,40,147,2464,662999,373,0.037533512,0.306122449,143,2.47,61.6,27,Routledge,1
Review of Religious Research,0.557,50,1.569892473,0.966559364,23,94,1290,411030,141,0.120567376,0.35106383,93,1.44,56.09,36,Sage Publications,1
Arthropoda Selecta,0.556,18,0.908536585,0.651510904,47,164,1327,782276,153,0.137254902,0.469512195,164,1.11,28.23,14,KMK Scientific Press Ltd.,1
Autoimmune Diseases,0.556,44,3.055555556,0.916291846,1,19,30,75617,55,0,0.263157895,19,1.57,30,15,John Wiley and Sons Ltd,1
CESifo Economic Studies,0.556,36,1.4375,0.777553523,12,49,423,239324,63,0,0.591836735,48,0.71,35.25,20,Oxford University Press,1
Discover Sustainability,0.556,18,2.663551402,0.856610125,52,108,3581,155359,355,0.01971831,0.277777778,104,3.36,68.87,6,Springer Nature,1
International Journal of Developmental Disabilities,0.556,29,2.102459016,0.79938083,149,187,7626,1080809,458,0.07860262,0.251336898,184,2.62,51.18,14,Maney Publishing,1
International Journal of Doctoral Studies,0.556,39,2.020618557,1.089704166,11,97,730,443981,231,0.064935065,0.288659794,97,2.33,66.36,16,Informing Science Institute,0
International Journal of Structural Integrity,0.556,30,3.329411765,0.89100369,52,173,2174,801193,551,0.110707804,0.341040462,170,3.78,41.81,16,Emerald Group Publishing Ltd.,1
International Politics,0.556,42,1.630057803,1.633671012,111,174,6698,931827,358,0.06424581,0.33908046,172,1.98,60.34,30,Palgrave Macmillan Ltd.,1
Intervirology,0.556,69,2.463768116,0.673596714,16,72,913,374603,190,0,0.319444444,69,3.06,57.06,52,S. Karger AG,1
Journal of Building Physics,0.556,45,2.421052632,1.480312796,30,82,1145,418741,195,0.138461538,0.219512195,77,2.12,38.17,26,SAGE Publications Ltd,1
Journal of Early Intervention,0.556,53,2.2,1.246385294,27,63,1364,339842,116,0.034482759,0.285714286,61,1.9,50.52,45,SAGE Publications Inc.,1
Journal of Integrative Neuroscience,0.556,43,2.142857143,0.576284576,173,332,10581,1554935,770,0.053246753,0.280120482,323,2.43,61.16,24,IMR Press,1
JRAAS - Journal of the Renin-Angiotensin-Aldosterone System,0.556,52,2.482142857,0.674278283,14,87,754,357174,196,0.020408163,0.32183908,76,2.18,53.86,26,SAGE Publications Ltd,1
Mathematical Population Studies,0.556,25,1.783783784,1.333716099,12,38,324,178499,69,0.202898551,0.394736842,37,2.71,27,37,Taylor and Francis Ltd.,1
Policing (Oxford),0.556,34,2.065934066,1.039214887,140,290,7633,1569896,616,0.160714286,0.317241379,271,1.81,54.52,12,Oxford University Press,1
Psicologia Educativa,0.556,24,2.206349206,0.929528989,22,63,1234,301541,140,0.035714286,0.285714286,63,2.05,56.09,13,Colegio Oficial de Psicologos de Madrid,1
Veterinary and Comparative Orthopaedics and Traumatology,0.556,54,0.990147783,0.754241251,40,226,797,989930,199,0.135678392,0.517699115,204,0.73,19.93,30,Georg Thieme Verlag,1
Austral Entomology,0.555,49,1.532934132,0.687868791,35,167,2124,866077,272,0.055147059,0.413173653,167,1.77,60.69,12,John Wiley &amp; Sons Inc.,1
Behavioral Sciences of Terrorism and Political Aggression,0.555,24,1.536231884,1.119757627,36,50,2661,285547,108,0.111111111,0.26,50,1.69,73.92,17,Routledge,1
Canadian Respiratory Journal,0.555,64,2.210810811,0.716714789,31,189,975,806616,446,0.004484305,0.285714286,186,2.12,31.45,29,John Wiley and Sons Ltd,1
Current Dermatology Reports,0.555,25,2.010638298,0.865385176,38,93,2230,463578,221,0.040723982,0.430107527,93,2.31,58.68,14,Springer US,1
Current Medical Science,0.555,42,2.243421053,0.53911125,134,445,5343,2100782,1102,0.004537205,0.296629213,445,2.17,39.87,8,Huazhong University of Science and Technology,1
In Vivo,0.555,74,1.978593272,0.67939627,357,1308,11919,5830579,2774,0.045061283,0.287461774,1308,1.9,33.39,39,International Institute of Anticancer Research,1
International Journal of Laboratory Hematology,0.555,71,1.961013645,0.71531191,192,814,4241,3625356,1399,0.046461758,0.418918919,511,1.63,22.09,19,John Wiley and Sons Inc,1
International Journal of Lifelong Education,0.555,57,1.936936937,1.264821836,39,126,2268,628521,279,0.136200717,0.349206349,112,2.33,58.15,44,Routledge,1
International Journal of Wine Business Research,0.555,48,3.02173913,0.990507137,31,92,2147,460689,273,0.135531136,0.163043478,92,3.06,69.26,19,Emerald Group Publishing Ltd.,1
International Journal of Work-Integrated Learning,0.555,29,1.876033058,0.803465131,34,121,1886,549261,249,0.18875502,0.32231405,121,1.03,55.47,7,International Journal of Work-Integrated Learning,1
Jornal Brasileiro de Pneumologia,0.555,52,1.961325967,0.844155056,123,422,2150,1956481,537,0.03538175,0.509478673,206,1.31,17.48,22,Sociedade Brasileira de Pneumologia e Tisiologia,1
Journal of Immunological Methods,0.555,151,1.817934783,0.524131168,109,380,3478,1997400,706,0.016997167,0.326315789,373,1.76,31.91,55,Elsevier B.V.,1
Journal of Moral Philosophy,0.555,29,0.776119403,1.113990567,26,67,1061,351794,62,0.064516129,0.537313433,67,0.84,40.81,22,Brill Academic Publishers,1
Journal of Mountain Science,0.555,60,2.555066079,0.78471315,240,688,13762,3363184,1778,0.057367829,0.206395349,687,2.32,57.34,19,Science Press,1
Journal of Pseudo-Differential Operators and Applications,0.555,20,1.149758454,0.960104708,75,208,2160,958803,251,0.171314741,0.490384615,208,0.97,28.8,16,Birkhaeuser Verlag AG,1
Journal of Social Studies Research,0.555,21,1.546666667,0.969742803,19,78,1216,362198,117,0.094017094,0.307692308,77,1.08,64,13,Sage Publications,1
"Journal of Waterway, Port, Coastal and Ocean Engineering",0.555,79,1.85106383,0.906466737,35,191,1624,848427,373,0.053619303,0.329842932,189,1.56,46.4,44,American Society of Civil Engineers (ASCE),1
Managerial and Decision Economics,0.555,66,2.802893309,0.851053201,313,554,17433,2639372,1410,0.195035461,0.285198556,552,2.64,55.7,46,John Wiley and Sons Ltd,1
New Forests,0.555,66,2.251396648,0.867802271,59,180,4112,914721,411,0.03892944,0.227777778,179,2.21,69.69,40,Springer Science and Business Media B.V.,1
Physical and Occupational Therapy in Pediatrics,0.555,58,2.155555556,0.934049711,48,143,1926,730009,293,0.044368601,0.363636364,136,1.84,40.13,45,Informa Healthcare,1
PsyCh Journal,0.555,29,1.778195489,0.716538435,92,272,4439,1184121,467,0.042826552,0.363970588,267,1.44,48.25,14,John Wiley and Sons Inc,1
"Recent patents on food, nutrition & agriculture",0.555,36,3.545454545,1.173719283,0,42,0,160408,148,0,0.261904762,39,1.21,0,12,Bentham Science Publishers,1
Robotic Intelligence and Automation,0.555,53,2.234449761,0.732591688,54,211,2054,161280,516,0.067829457,0.279620853,209,2.27,38.04,3,Emerald Publishing,1
Atomic Spectroscopy,0.554,34,3.218045113,0.887141445,52,138,2388,629016,453,0.143487859,0.188405797,134,3.36,45.92,39,Atomic Spectroscopy Press Limited,1
Central and Eastern European Migration Review,0.554,12,1.25,0.820216702,27,49,1414,122577,80,0.05,0.367346939,48,1.33,52.37,6,Polska Akademia Nauk,1
Chinese Journal of Sociology,0.554,16,1.304347826,0.907837158,22,69,1117,312901,88,0.056818182,0.420289855,69,1.07,50.77,11,SAGE Publications Ltd,1
Human Geography (United Kingdom),0.554,27,1.554104733,0.915799718,41,109,1884,341605,218,0.050458716,0.440366972,103,1,45.95,18,SAGE Publications Inc.,1
Journal of Cellular Plastics,0.554,50,2.836956522,0.844161398,20,92,1050,393310,257,0.26459144,0.163043478,92,3.03,52.5,61,SAGE Publications Ltd,1
Journal of Eastern African Studies,0.554,39,1.405660377,1.221342099,32,109,1576,577515,197,0.076142132,0.357798165,107,1.13,49.25,16,Routledge,1
Journal of the Operations Research Society of China,0.554,23,1.714285714,1.035288112,91,120,2494,690896,249,0.020080321,0.483333333,115,1.44,27.41,13,Springer International Publishing,1
Library Quarterly,0.554,47,1.633802817,0.938826808,28,85,1324,414007,128,0.140625,0.388235294,72,1.38,47.29,43,University of Chicago Press,1
Materials Technology,0.554,49,2.731313131,0.613901577,51,497,2042,1876046,1398,0.06223176,0.203219316,495,2.79,40.04,43,Maney Publishing,1
Metals,0.554,84,2.849540648,0.996066905,2020,5897,91840,27804907,17164,0.118620368,0.207732745,5770,2.71,45.47,15,Multidisciplinary Digital Publishing Institute (MDPI),0
Nizhnevolzhskiy Arkheologicheskiy Vestnik,0.554,5,0.409090909,0.733107895,33,91,1145,192750,43,0.209302326,0.67032967,90,0.39,34.7,6,Volgograd State University,1
Philosophical Psychology,0.554,58,1.212121212,0.800467974,103,160,5534,970031,219,0.0456621,0.41875,152,1.16,53.73,38,Routledge,1
Physical Medicine and Rehabilitation Clinics of North America,0.554,80,2.006451613,0.83357645,68,190,3578,988523,340,0.008823529,0.421052632,155,1.34,52.62,31,W.B. Saunders,1
"Religion, State and Society",0.554,28,1.376623377,1.225482325,32,95,1239,466735,127,0.086614173,0.494736842,77,1.01,38.72,33,Routledge,1
Sbornik Mathematics,0.554,32,0.654205607,1.081085994,73,214,1665,1104214,170,0.064705882,0.551401869,214,0.74,22.81,33,Steklov Mathematical Institute of Russian Academy of Sciences,1
Studies in Graduate and Postdoctoral Education,0.554,18,1.983050847,0.811783169,26,60,1320,281034,115,0.156521739,0.316666667,59,1.65,50.77,9,Emerald Group Publishing Ltd.,1
Water Science and Technology,0.554,163,2.801880457,0.646280508,421,1503,18510,6972144,4366,0.03435639,0.20093147,1490,2.77,43.97,47,IWA Publishing,1
Yale Journal on Regulation,0.554,11,0.961410069,0.764335755,14,68,4723,240482,81,0.086419753,0.470588235,67,0.78,337.36,9,Yale Journal on Regulation,0
Advances in Hematology,0.553,40,1.454545455,0.742799603,8,44,213,190504,72,0,0.295454545,44,1.37,26.63,16,John Wiley and Sons Ltd,1
BioImpacts,0.553,48,2.631147541,0.620377157,53,125,2518,644805,333,0.03003003,0.248,122,2.41,47.51,15,Tabriz University of Medical Sciences,1
Dentistry Journal,0.553,41,2.687739464,1.010624693,290,525,15674,2710638,1497,0.054776219,0.23047619,522,2.72,54.05,13,Multidisciplinary Digital Publishing Institute (MDPI),0
Dermatology Research and Practice,0.553,40,2.148648649,0.930471646,12,74,377,296681,158,0.006329114,0.324324324,74,1.33,31.42,16,John Wiley and Sons Ltd,1
HERD,0.553,43,2.208333333,0.921620583,85,281,3770,1286268,617,0.162074554,0.34519573,246,2.11,44.35,19,SAGE Publications Inc.,1
International Journal for Educational and Vocational Guidance,0.553,33,2.293650794,1.023453354,76,101,5186,579288,238,0.12605042,0.247524752,99,2.12,68.24,22,Springer Netherlands,1
International Journal of Environmental Research,0.553,53,3.089068826,0.636968112,61,245,3852,1142763,787,0.010165184,0.224489796,245,2.69,63.15,19,Springer Science and Business Media Deutschland GmbH,1
Journal of Experiential Education,0.553,48,2.171428571,1.356266245,29,83,1204,415975,158,0.037974684,0.397590361,70,1.41,41.52,30,SAGE Publications Ltd,1
Journal of Fish Biology,0.553,133,1.973195876,0.839800691,292,1000,17201,4828591,1831,0.067722556,0.319,965,1.86,58.91,57,Wiley-Blackwell Publishing Ltd,1
Journal of Non-Crystalline Solids: X,0.553,17,2.710144928,0.787288851,48,72,1964,366148,198,0.005050505,0.263888889,70,2.4,40.92,6,Elsevier B.V.,1
Journal of Theoretical Biology,0.553,178,1.922971114,0.704587101,196,739,10076,3925478,1455,0.039175258,0.328822733,728,1.98,51.41,65,Academic Press,1
Marine Biotechnology,0.553,97,2.806722689,0.761844788,93,242,5290,1255668,685,0.048175182,0.169421488,240,2.83,56.88,27,Springer,1
Microbial Risk Analysis,0.553,25,3.065789474,0.71593464,19,77,1324,344654,238,0.231092437,0.220779221,76,3.21,69.68,10,Elsevier B.V.,1
Nordic Journal of Criminology,0.553,28,1.926829268,1.493036374,20,44,1062,219891,87,0.034482759,0.340909091,41,1.52,53.1,7,Scandinavian University Press,1
Optimal Control Applications and Methods,0.553,55,2.298701299,0.929591429,172,313,7114,1609075,755,0.133774834,0.271565495,309,2.3,41.36,46,John Wiley and Sons Ltd,1
Review of Quantitative Finance and Accounting,0.553,57,2.25083612,0.952092953,104,300,6815,1473173,602,0.149501661,0.356666667,300,1.84,65.53,35,Springer New York,1
Social Influence,0.553,38,1.466666667,0.323238826,17,16,926,133008,28,0.035714286,0.3125,15,1.67,54.47,19,Taylor and Francis Ltd.,1
Therapeutic Advances in Cardiovascular Disease,0.553,42,2.189189189,0.778536227,17,40,1230,245053,92,0,0.25,37,2.39,72.35,19,SAGE Publications Ltd,1
Zeitschrift fur Erziehungswissenschaft,0.553,30,1.77245509,0.916994044,66,192,4219,966046,287,0.114982578,0.432291667,168,1.57,63.92,18,VS Verlag fur Sozialwissenschaften,1
Zeitschrift fur Padagogische Psychologie,0.553,43,1.892307692,0.634185377,30,54,1927,289638,118,0.033898305,0.351851852,54,2.36,64.23,30,Hogrefe Publishing GmbH,1
Aerospace,0.552,50,2.47241867,1.146498042,1032,1431,42408,7571679,4242,0.171617162,0.217330538,1416,2.65,41.09,12,Multidisciplinary Digital Publishing Institute (MDPI),0
Annals of Leisure Research,0.552,38,2.276785714,0.936086809,49,114,3132,597241,256,0.04296875,0.342105263,98,2.13,63.92,18,Routledge,1
Cosmetics,0.552,52,3.525862069,0.968547706,171,355,11101,1738716,1397,0.076592699,0.21971831,349,3.88,64.92,11,Multidisciplinary Digital Publishing Institute (MDPI),0
Criminal Justice Policy Review,0.552,44,1.474452555,0.954636237,26,138,1701,709525,223,0.02690583,0.333333333,137,1.46,65.42,32,SAGE Publications Inc.,1
Global Business Review,0.552,52,3.098148148,1.195203032,220,445,15593,2170992,1404,0.154558405,0.249438202,443,2.82,70.88,26,Sage Publications India Pvt. Ltd,1
Horticulturae,0.552,48,3.153643083,0.899844285,1349,1916,80163,9895116,6636,0.108800482,0.147703549,1889,3.48,59.42,11,Multidisciplinary Digital Publishing Institute (MDPI),0
International Journal of Cosmetic Science,0.552,83,2.915422886,0.913161916,82,212,3731,1081991,605,0.038016529,0.231132075,202,2.82,45.5,47,Wiley-Blackwell Publishing Ltd,1
Ionics,0.552,79,2.80489335,0.485015598,459,1596,22742,7787906,4545,0.056545655,0.196741855,1596,2.52,49.55,31,Springer Science and Business Media Deutschland GmbH,1
Journal of Clinical Biochemistry and Nutrition,0.552,77,2.123931624,0.596228082,65,242,2525,1185499,514,0.075875486,0.301652893,234,1.87,38.85,40,The Society for Free Radical Research Japan,1
Journal of Oral Biology and Craniofacial Research,0.552,39,2.543147208,1.140949694,123,402,4188,1767007,1138,0.017574692,0.308457711,393,2.36,34.05,15,Elsevier B.V.,1
Mechanics Research Communications,0.552,81,2.298136646,0.854817964,128,327,4371,1682013,779,0.059050064,0.305810398,323,2.14,34.15,52,Elsevier Ltd,1
Metabolic Syndrome and Related Disorders,0.552,61,1.852534562,0.567494437,72,219,2988,1092182,428,0.01635514,0.383561644,218,1.73,41.5,23,Mary Ann Liebert Inc.,1
Molecular and Cellular Probes,0.552,79,2.729508197,0.619243019,51,247,2144,1142048,685,0.002919708,0.190283401,247,2.36,42.04,39,Academic Press,1
Network: Computation in Neural Systems,0.552,62,4,1.084763412,18,19,776,118505,77,0,0.473684211,18,4.07,43.11,36,Informa Healthcare,1
Orthopedics,0.552,81,1.357967667,0.655376472,117,464,3723,2220220,638,0.014106583,0.398706897,457,1.11,31.82,48,Slack Incorporated,1
Plant Sociology,0.552,31,2.466666667,0.862523516,14,45,980,205524,115,0.27826087,0.2,45,2.73,70,13,Societa Italiana di Scienza della Vegetazione,1
Renewable Agriculture and Food Systems,0.552,73,2.19,0.720057929,53,209,3192,957392,493,0.036511156,0.258373206,206,2.03,60.23,22,Cambridge University Press,1
Review of Accounting and Finance,0.552,36,4.076923077,0.892576158,30,53,1901,301853,207,0.009661836,0.283018868,52,4.73,63.37,24,Emerald Publishing,1
Social Epistemology,0.552,44,1.364197531,1.335872391,64,156,3275,768887,257,0.097276265,0.403846154,154,1.54,51.17,39,Routledge,1
Social Marketing Quarterly,0.552,36,2.280701754,0.905989593,20,70,1128,333048,164,0.201219512,0.285714286,60,2.02,56.4,32,SAGE Publications Inc.,1
Toxin Reviews,0.552,59,3.532423208,0.907513308,55,296,4100,1110073,1057,0.011352886,0.212837838,294,3.73,74.55,40,Informa Healthcare,1
Veterinary Sciences,0.552,38,2.213128039,0.775517321,703,1242,37982,6141819,2980,0.090604027,0.259259259,1235,2.22,54.03,12,Multidisciplinary Digital Publishing Institute (MDPI),0
Applicable Analysis,0.551,50,1.222070845,0.878696509,284,729,8892,3529600,860,0.069767442,0.53223594,725,1.15,31.31,55,Taylor and Francis Ltd.,1
ChemistryOpen,0.551,51,2.441102757,0.635467217,72,423,4158,2035591,1048,0.002862595,0.295508274,410,2.34,57.75,14,John Wiley &amp; Sons Inc.,1
Cryobiology,0.551,98,2.408108108,0.877576724,77,372,3710,1674668,936,0.050213675,0.174731183,370,2.36,48.18,62,Academic Press Inc.,1
Dementia and Geriatric Cognitive Disorders Extra,0.551,31,2.024691358,0.859887143,6,84,182,387064,171,0,0.297619048,81,1.53,30.33,11,S. Karger AG,1
Genetic Programming and Evolvable Machines,0.551,45,1.825396825,0.885447509,25,76,1208,362910,187,0.058823529,0.25,63,2,48.32,23,Springer New York,1
International Journal of Sustainable Energy Planning and Management,0.551,30,2.252631579,0.535122692,22,98,1176,549108,261,0.275862069,0.173469388,94,2.53,53.45,12,Aalborg University press,1
JOM,0.551,144,2.648710167,0.824146315,558,1397,21856,7700945,3615,0.05670816,0.275590551,1326,2.28,39.17,48,"Minerals, Metals and Materials Society",1
Journal for the Theory of Social Behaviour,0.551,67,1.895833333,1.496761742,38,105,2418,508452,219,0.059360731,0.314285714,95,1.86,63.63,55,Wiley-Blackwell Publishing Ltd,1
Journal of Applied Probability,0.551,65,0.883248731,0.927257628,86,198,2279,1073489,173,0.052023121,0.525252525,198,0.78,26.5,46,Cambridge University Press,1
Journal of Biomedical Research,0.551,47,2.361111111,0.580578588,39,150,2320,708069,374,0.016042781,0.32,145,2.01,59.49,15,Nanjing Medical University and Chungbuk National University Press,1
Journal of Developmental and Physical Disabilities,0.551,55,2.211180124,1.037009897,53,162,2708,792068,356,0.02247191,0.265432099,162,2.23,51.09,35,Springer New York,1
Journal of Sustainable Water in the Built Environment,0.551,21,1.666666667,0.510748525,24,107,1058,446073,186,0.123655914,0.299065421,103,1.74,44.08,11,American Society of Civil Engineers (ASCE),1
Local Economy,0.551,49,1.8671875,0.86596945,47,132,2823,667549,277,0.097472924,0.310606061,129,1.55,60.06,40,SAGE Publications Ltd,1
Membranes,0.551,81,3.599924869,0.756124102,911,2722,56231,11306358,10472,0.115641711,0.15429831,2660,3.44,61.72,16,Multidisciplinary Digital Publishing Institute (MDPI),0
Nutrition Research and Practice,0.551,50,2.287128713,0.70994028,92,203,3947,1052686,494,0.038461538,0.236453202,203,2.17,42.9,15,The Korean Society of Community Nutrition,1
